config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.027017941306698767,0.08407543603068253,0.00633870979129718,0.93,1.0,0.9729820586933012
inter_0.25,200,30,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03443963080251766,0.0901460841837202,0.006940228323844657,0.94,1.0,0.9655603691974823
inter_0.5,200,30,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04541350016920054,0.11055563064495869,0.010160161469686547,0.93,1.0,0.9545864998307995
inter_1.0,200,30,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05143520049919725,0.17073204788505253,0.026503852324631226,0.92,1.0,0.9485647995008027
hete_0.15,200,30,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02935235390704405,0.08473937022190424,0.0063192001857205835,0.95,1.0,0.970647646092956
hete_0.3,200,30,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03143424580617671,0.09226306399789387,0.0075243611688763125,0.94,1.0,0.9685657541938233
hete_0.5,200,30,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03800254066470421,0.11108685554618167,0.010896096378165736,0.93,1.0,0.9619974593352958
noise_0.5,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.015302503959127134,0.04394446944289575,0.0016969497671984952,0.91,1.0,0.9846974960408729
noise_1.0,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.027398658451641134,0.08285337318202682,0.006113994962690525,0.93,1.0,0.9726013415483589
noise_2.0,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03865282920504143,0.15271371458868435,0.02182743741792004,0.95,1.0,0.9613471707949586
rho_0.3,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02268445260502716,0.07921549598100176,0.005760510413526384,0.95,1.0,0.9773155473949728
rho_0.5,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.023926398757721623,0.07886216557309027,0.005646768601364005,0.95,1.0,0.9760736012422784
rho_0.7,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029706117145527733,0.08288713551315302,0.005987823837711978,0.93,1.0,0.9702938828544723
s1_0.5,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.04309553770034458,0.1531753577107815,0.021605464840144032,0.94,1.0,0.9569044622996554
s1_1.0,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03011228619278239,0.084337094319377,0.006205995698479452,0.93,1.0,0.9698877138072176
s1_2.0,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.014280477203387432,0.04391730657839146,0.0017247977879439628,0.91,1.0,0.9857195227966126
