config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,0.9613182770073596,0.10167027926207942,1.0,1.0,-0.38046244461401557,0,60,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.736137395527016,0.10216121050819227,1.0,1.0,-2.5828061664541946,1,61,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.979522585489966,0.0969775744685695,1.0,1.0,-0.21115618350168974,2,62,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0033323575400426,0.09439282980043771,1.0,1.0,0.035303079133105104,3,63,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.070431342467382,0.09549254275315282,1.0,1.0,0.7375585615040765,4,64,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8585970524102642,0.08920249519788805,1.0,1.0,-1.5851904958044678,5,65,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9589376745321561,0.09887535402477818,1.0,1.0,-0.41529384013688303,6,66,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8993127783762113,0.10528796587543258,1.0,1.0,-0.9563032278818356,7,67,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.934847957057686,0.07402291447225144,1.0,1.0,-0.8801604666179039,8,68,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9727040542118484,0.0999885165578264,1.0,1.0,-0.27299080662293423,9,69,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9501106484149592,0.09564551514967012,1.0,1.0,-0.5216068051593623,10,70,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1335421527507599,0.08674898816385254,1.0,1.0,1.5394087651895585,11,71,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.088890514829042,0.10460181604996964,1.0,1.0,0.8497989632089927,12,72,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0340360151743966,0.10912065698278707,1.0,1.0,0.3119117508591018,13,73,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.003952825897173,0.09827592480315836,1.0,1.0,0.040221711523858554,14,74,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9065244224877543,0.12538564811006428,1.0,1.0,-0.7455046005759147,15,75,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9062848842902386,0.08333957181906604,1.0,1.0,-1.1244972065997791,16,76,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8757461670602409,0.10758961867876865,1.0,1.0,-1.1548868233351115,17,77,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0310336955161787,0.07149299509679011,1.0,1.0,0.43408022665946594,18,78,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0814072025909998,0.1363777723297121,1.0,1.0,0.5969242729246714,19,79,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.7950687821792085,0.10942263388809621,1.0,1.0,-1.8728412078836405,20,80,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0147735948338779,0.10534573132834855,1.0,1.0,0.14023914066181323,21,81,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8709628247948324,0.10880888275884451,1.0,1.0,-1.1859066275972656,22,82,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8970006211484112,0.09734076975572137,1.0,1.0,-1.0581319534463087,23,83,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8460204470565353,0.07889797402490438,1.0,1.0,-1.9516287312378966,24,84,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9544306196711484,0.11098957851416134,1.0,1.0,-0.4105735055389667,25,85,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1751696792477244,0.10260421819604436,1.0,1.0,1.7072366256232303,26,86,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0036188798898218,0.09832964474113798,1.0,1.0,0.03680354891293294,27,87,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9537874928744848,0.08746673266116875,1.0,1.0,-0.5283438139221979,28,88,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.3684526814096254,0.10917947991761705,1.0,1.0,3.374742961659523,29,89,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8868951962386709,0.09761961268455698,1.0,1.0,-1.158627868426504,30,90,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8525537234955283,0.09073597954781844,1.0,1.0,-1.6250034136322582,31,91,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9098923528541709,0.12959184523171396,1.0,1.0,-0.6953188064010819,32,92,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1665065409831459,0.12284261921600839,1.0,1.0,1.3554460336795502,33,93,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0082739454556033,0.10469886462410136,1.0,1.0,0.07902612397287354,34,94,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0254677826044714,0.08434052877076582,1.0,1.0,0.30196375308117607,35,95,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0905715857783869,0.10594372228025177,1.0,1.0,0.8549028090479853,36,96,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.738489084573854,0.08716057300808935,1.0,1.0,-3.00033497257843,37,97,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9849009437741236,0.08536291205274688,1.0,1.0,-0.17688075374638657,38,98,100,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
