config_name,theta_hat,se,true_effect,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
inter_1.0,1.0613888729263632,0.03549476583198125,1.0,1.7295190287197502,65,128,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.959879426853189,0.03469551572052802,1.0,-1.1563619192169299,66,129,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9560599519401805,0.03731244138919209,1.0,-1.177624578394573,67,130,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9173273476566576,0.038467618322126515,1.0,-2.149149231206478,68,131,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9887412941571201,0.03141413911579657,1.0,-0.3583961286151714,69,132,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9478065212362773,0.03293112182000753,1.0,-1.5849286595518348,70,133,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9780460083999313,0.034257259640306716,1.0,-0.6408566193145787,71,134,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0286151569910078,0.037215897974147504,1.0,0.7688960511146523,72,135,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9813936055436381,0.03778005952713216,1.0,-0.4924924600237735,73,136,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.987224013815624,0.033594090247420307,1.0,-0.38030457411648766,74,137,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.951508512974475,0.034338850819344145,1.0,-1.4121464716637577,75,138,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9476861248446115,0.03709753449014313,1.0,-1.4101712114935407,76,139,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9362740570108167,0.0360031798906207,1.0,-1.7700087376388876,77,140,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.031000793068512,0.03409992411266317,1.0,0.9091161894110961,78,141,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9804153342844927,0.036398299817179604,1.0,-0.5380653990399731,79,142,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9917495626629299,0.03468505471133694,1.0,-0.23786721415703596,80,143,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9815593236627251,0.03491158752643051,1.0,-0.528210764500869,81,144,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9680932823836916,0.03646245671924624,1.0,-0.8750567155138181,82,145,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9664343125292572,0.03789275178624689,1.0,-0.8858075987747466,83,146,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.025802160707885,0.038879013085115696,1.0,0.6636526665786975,84,147,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9519455146500847,0.036779955908097114,1.0,-1.3065400477909788,85,148,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9444975088215594,0.0372795964049644,1.0,-1.4888168470367227,86,149,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.96751539542691,0.035330078223125116,1.0,-0.9194603071053311,87,150,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0474639341589795,0.03911945454491468,1.0,1.213307667786733,88,151,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9863891570973106,0.035617500852326484,1.0,-0.3821391893586603,89,152,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0195046002304664,0.036030833224903296,1.0,0.5413308126603491,90,153,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.979210438293809,0.03671324555983228,1.0,-0.5662686964656884,91,154,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0077914553399274,0.03237100410040548,1.0,0.24069242077757566,92,155,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9841555326591017,0.03393518343897656,1.0,-0.46690383652678236,93,156,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9634880624618558,0.036511559409938395,1.0,-1.00001035639704,94,157,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0298571550835625,0.03372513042257182,1.0,0.8853088100611001,95,158,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.956033767583332,0.03686572322181683,1.0,-1.192604635805683,96,159,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0123508994161305,0.035267105016632404,1.0,0.3502101862431211,97,160,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,1.0284920031985114,0.03410982798259334,1.0,0.835301872910389,98,161,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,0.9998823062718417,0.03676412311135622,1.0,-0.0032013201512191333,99,162,800,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9981066790509941,0.03714612444544316,1.0,-0.05096954197164195,0,64,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0224306849878344,0.03298674780243623,1.0,0.6799907987951994,1,65,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9867062849884436,0.03778334508097136,1.0,-0.3518406055119629,2,66,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.945806801121091,0.03332977676813403,1.0,-1.6259694523583534,3,67,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0206704402776912,0.034937425107607015,1.0,0.5916417770922258,4,68,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.959958915008285,0.03622631496506874,1.0,-1.1053038386687866,5,69,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0095009244612363,0.035982057642123214,1.0,0.26404616866918196,6,70,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9463240019909078,0.035641575347202734,1.0,-1.5059939827633022,7,71,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0133336279149665,0.033102102756805266,1.0,0.4028030488856278,8,72,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9629372015678214,0.03511083039927637,1.0,-1.0555944707289662,9,73,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0595561535189204,0.03268647655965322,1.0,1.8220426239649814,10,74,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0012990448175898,0.03440705464271894,1.0,0.037755188029868124,11,75,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0096009948226607,0.03629976290382884,1.0,0.2644919430492492,12,76,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0681343071573992,0.03880611796830776,1.0,1.7557619964213693,13,77,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.90863312548411,0.03368701776642262,1.0,-2.7122280502656873,14,78,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9829476249652319,0.0330154566274898,1.0,-0.5164967193144829,15,79,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9919021626280226,0.03582243622082832,1.0,-0.22605490374965345,16,80,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9787004221865702,0.03772468956618627,1.0,-0.564605780945147,17,81,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.028341522170491,0.03361155803078094,1.0,0.8432076294867467,18,82,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9841786899634405,0.03657954912137039,1.0,-0.4325179073165895,19,83,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9160186968536955,0.036854864094601314,1.0,-2.278703373609957,20,84,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9851726819451638,0.035897452077819324,1.0,-0.41304653106558004,21,85,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.029560171361798,0.03727521527624988,1.0,0.7930248327937177,22,86,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9562826602729902,0.0370023766269286,1.0,-1.181473832553618,23,87,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0082299985267853,0.03483563526496428,1.0,0.23625228775611182,24,88,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9516439624130332,0.043874356946710664,1.0,-1.102148064430883,25,89,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9020364780598462,0.03594718023619712,1.0,-2.7252074097736636,26,90,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0402104176525107,0.034233885031629795,1.0,1.174579444178157,27,91,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9589446211395155,0.035727633837708814,1.0,-1.1491211269958912,28,92,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0177437909567522,0.03538929911962483,1.0,0.5013885948058376,29,93,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9371782419412781,0.03373819166341835,1.0,-1.862036907177758,30,94,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9841078745067725,0.03394510753814678,1.0,-0.4681713108543924,31,95,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9588729966748654,0.037217833723080476,1.0,-1.1050348505273133,32,96,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9886397588470065,0.034100727926453356,1.0,-0.3331377904159309,33,97,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9534132561919948,0.03571002133979254,1.0,-1.3045845972680075,34,98,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0209622060381445,0.03194078171048605,1.0,0.6562834381496258,35,99,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9900209960667864,0.038339200057241396,1.0,-0.26028200688367775,36,100,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9921579561257263,0.03605795470892779,1.0,-0.21748443408888135,37,101,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9651163800655502,0.03884342049345341,1.0,-0.8980573670212434,38,102,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9238528844568598,0.03699283364585295,1.0,-2.058428837112797,39,103,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.005774860867537,0.0368039212780305,1.0,0.1569088474000239,40,104,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.95093800017783,0.03618781975941443,1.0,-1.3557600360658992,41,105,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.006175887564614,0.03561973617182701,1.0,0.17338386603488687,42,106,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0166810641579749,0.038094992388403054,1.0,0.4378807583920914,43,107,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.00305125776803,0.038522624443557654,1.0,0.07920690275140964,44,108,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9789706883096942,0.03554496702747754,1.0,-0.5916255787788279,45,109,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9516563996233278,0.037193364192955033,1.0,-1.299791009113103,46,110,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.003181665829081,0.03447425493017174,1.0,0.09229106866923176,47,111,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9705454556219095,0.0360244399941458,1.0,-0.8176267107240813,48,112,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0191198815525866,0.03851271255805957,1.0,0.4964563720034664,49,113,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9649283859990072,0.037207945707712464,1.0,-0.942583992045633,50,114,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0061144570461151,0.03513217003024971,1.0,0.17404154200695326,51,115,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9309870360174173,0.03557246348772636,1.0,-1.9400670410806495,52,116,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9970846981187999,0.0398054404844227,1.0,-0.07323877956685373,53,117,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9678036169255414,0.03626449899779725,1.0,-0.887820980965827,54,118,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9700973309800404,0.037460686795988775,1.0,-0.7982413451950262,55,119,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9188018961842952,0.035592723459615734,1.0,-2.2813119065708447,56,120,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9161361482571229,0.033175937311907315,1.0,-2.5278517666108926,57,121,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0233248655442093,0.03472281169924417,1.0,0.6717447235045497,58,122,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9605297642180535,0.03897335963868162,1.0,-1.0127491226794765,59,123,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.002501857101838,0.03496348393192944,1.0,0.07155628731704514,60,124,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9974355758153184,0.034385730975091726,1.0,-0.07457814948122597,61,125,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9352223821441182,0.03808108887173034,1.0,-1.701044265674076,62,126,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9780383898058732,0.033002600985611336,1.0,-0.6654508898768839,63,127,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0613888729263632,0.03549476583198125,1.0,1.7295190287197502,64,128,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.959879426853189,0.03469551572052802,1.0,-1.1563619192169299,65,129,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9560599519401805,0.03731244138919209,1.0,-1.177624578394573,66,130,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9173273476566576,0.038467618322126515,1.0,-2.149149231206478,67,131,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9887412941571201,0.03141413911579657,1.0,-0.3583961286151714,68,132,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9478065212362773,0.03293112182000753,1.0,-1.5849286595518348,69,133,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9780460083999313,0.034257259640306716,1.0,-0.6408566193145787,70,134,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0286151569910078,0.037215897974147504,1.0,0.7688960511146523,71,135,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9813936055436381,0.03778005952713216,1.0,-0.4924924600237735,72,136,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.987224013815624,0.033594090247420307,1.0,-0.38030457411648766,73,137,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.951508512974475,0.034338850819344145,1.0,-1.4121464716637577,74,138,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9476861248446115,0.03709753449014313,1.0,-1.4101712114935407,75,139,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9362740570108167,0.0360031798906207,1.0,-1.7700087376388876,76,140,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.031000793068512,0.03409992411266317,1.0,0.9091161894110961,77,141,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9804153342844927,0.036398299817179604,1.0,-0.5380653990399731,78,142,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9917495626629299,0.03468505471133694,1.0,-0.23786721415703596,79,143,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9815593236627251,0.03491158752643051,1.0,-0.528210764500869,80,144,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9680932823836916,0.03646245671924624,1.0,-0.8750567155138181,81,145,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9664343125292572,0.03789275178624689,1.0,-0.8858075987747466,82,146,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.025802160707885,0.038879013085115696,1.0,0.6636526665786975,83,147,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9519455146500847,0.036779955908097114,1.0,-1.3065400477909788,84,148,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9444975088215594,0.0372795964049644,1.0,-1.4888168470367227,85,149,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.96751539542691,0.035330078223125116,1.0,-0.9194603071053311,86,150,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0474639341589795,0.03911945454491468,1.0,1.213307667786733,87,151,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9863891570973106,0.035617500852326484,1.0,-0.3821391893586603,88,152,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0195046002304664,0.036030833224903296,1.0,0.5413308126603491,89,153,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.979210438293809,0.03671324555983228,1.0,-0.5662686964656884,90,154,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0077914553399274,0.03237100410040548,1.0,0.24069242077757566,91,155,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9841555326591017,0.03393518343897656,1.0,-0.46690383652678236,92,156,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9634880624618558,0.036511559409938395,1.0,-1.00001035639704,93,157,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0298571550835625,0.03372513042257182,1.0,0.8853088100611001,94,158,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.956033767583332,0.03686572322181683,1.0,-1.192604635805683,95,159,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0123508994161305,0.035267105016632404,1.0,0.3502101862431211,96,160,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,1.0284920031985114,0.03410982798259334,1.0,0.835301872910389,97,161,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9998823062718417,0.03676412311135622,1.0,-0.0032013201512191333,98,162,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,0.9118483786927793,0.03824841859452154,1.0,-2.304712836411148,99,163,800,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,1.0224306849878344,0.03298674780243623,1.0,0.6799907987951994,0,65,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,0.9867062849884436,0.03778334508097136,1.0,-0.3518406055119629,1,66,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,0.945806801121091,0.03332977676813403,1.0,-1.6259694523583534,2,67,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,1.0206704402776912,0.034937425107607015,1.0,0.5916417770922258,3,68,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,0.959958915008285,0.03622631496506874,1.0,-1.1053038386687866,4,69,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,1.0095009244612363,0.035982057642123214,1.0,0.26404616866918196,5,70,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,0.9463240019909078,0.035641575347202734,1.0,-1.5059939827633022,6,71,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,1.0133336279149665,0.033102102756805266,1.0,0.4028030488856278,7,72,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,0.9629372015678214,0.03511083039927637,1.0,-1.0555944707289662,8,73,800,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25
