config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022309353358739514,0.06418803409038124,0.003622396473102843,0.87,1.0,0.9776906466412605
inter_0.25,400,20,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022105667659852224,0.06840687775012728,0.004190840380833024,0.91,1.0,0.9778943323401478
inter_0.5,400,20,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025481985813435415,0.08055489412232121,0.005839759366062256,0.91,1.0,0.9745180141865646
inter_1.0,400,20,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017165580811490333,0.11443359188267191,0.012800389786574108,0.95,1.0,0.9828344191885097
hete_0.15,400,20,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022631070373447137,0.06477313463898254,0.003683393624711851,0.88,1.0,0.9773689296265529
hete_0.3,400,20,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02616907791769496,0.07239032603747342,0.004555538664749318,0.9,1.0,0.973830922082305
hete_0.5,400,20,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02838714582979973,0.08290295031166056,0.006067069122015334,0.89,1.0,0.9716128541702003
noise_0.5,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.01241640729076976,0.031256122634454965,0.0008227780321298058,0.92,1.0,0.9875835927092302
noise_1.0,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021926382363451236,0.06183936352388751,0.003343340637491248,0.9,1.0,0.9780736176365488
noise_2.0,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.034199507250119776,0.11083164686757632,0.011114047651228136,0.91,1.0,0.9658004927498802
rho_0.3,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.019998541745793963,0.05817760655077354,0.0029846922320183465,0.91,1.0,0.980001458254206
rho_0.5,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.02016811866082069,0.057818304143384756,0.0029362032837000045,0.9,1.0,0.9798318813391793
rho_0.7,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02140397700844643,0.06024080808565632,0.0031708247270347727,0.91,1.0,0.9785960229915536
s1_0.5,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.038043822101923475,0.11195443765322532,0.011086463710127125,0.92,1.0,0.9619561778980765
s1_1.0,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020481786539410685,0.061141511604141816,0.003318780861393426,0.91,1.0,0.9795182134605893
s1_2.0,400,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.010983146267633526,0.030526536929555766,0.000811239954975303,0.89,1.0,0.9890168537323665
